num_followers,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
72.0,0.0688,0.551,210906.5,0.7595000000000001,4.06E-6,5.0,0.129,-5.547,1.0,0.0472,119.023,0.4885
74.0,0.0519,0.561,229373.0,0.717,8.54E-6,5.0,0.128,-7.793,1.0,0.05835,124.011,0.476
77.0,0.15675,0.61075,223626.5,0.6825000000000001,1.1365E-5,4.5,0.12325,-7.60175,1.0,0.045725,118.99825,0.5015
78.0,0.070175,0.62725,219214.0,0.721,1.168E-5,5.75,0.1245,-5.804,1.0,0.043575,119.74975,0.51875
79.0,0.387,0.55575,215316.75,0.62625,1.905E-5,5.5,0.12725,-6.705500000000001,1.0,0.039099999999999996,121.934,0.536
82.0,0.0601,0.611,219820.5,0.716,1.745E-6,5.0,0.126,-5.8,1.0,0.0577,119.964,0.429
83.0,0.0549,0.588,219048.0,0.75,1.67E-5,5.0,0.131,-5.987,1.0,0.04195,120.992,0.543
85.0,0.08805,0.6014999999999999,208282.0,0.687,0.0,5.5,0.1225,-6.142,1.0,0.059800000000000006,120.0275,0.451
93.0,0.0582,0.52175,224042.75,0.737,2.8696E-4,5.0,0.1385,-6.327,1.0,0.05405,122.42725,0.4195
94.0,0.25425000000000003,0.66075,220634.5,0.582,1.91E-5,5.0,0.12075,-8.552,1.0,0.041075,120.3885,0.5329999999999999
103.0,0.645,0.6255,209143.0,0.469,1.0525E-5,6.0,0.118,-12.038499999999999,1.0,0.04395,112.464,0.345
106.0,0.33845,0.46825,209800.0,0.57925,1.87875E-4,5.0,0.14175,-7.89175,1.0,0.054,117.31675,0.5095000000000001
109.0,0.333135,0.501,215265.5,0.6025,6.174999999999999E-6,4.5,0.1265,-7.8515,1.0,0.039,110.2965,0.4565
111.0,0.14745,0.54475,233906.75,0.69275,1.37675E-4,5.0,0.11025,-7.3345,1.0,0.04145,120.13374999999999,0.44625
113.0,0.17225000000000001,0.6014999999999999,219234.25,0.68825,4.5985E-5,5.0,0.1185,-7.24075,1.0,0.042425000000000004,112.23675,0.5325
114.0,0.273,0.535,212400.0,0.551,1.19E-4,5.0,0.125,-7.9225,1.0,0.0495,121.992,0.392
118.0,0.031,0.722,219570.0,0.719,1.04E-5,4.5,0.131,-5.747,1.0,0.06620000000000001,118.0085,0.614
121.0,0.49045000000000005,0.5142500000000001,224240.0,0.48000000000000004,0.0177,5.0,0.12325,-9.21075,1.0,0.0562,114.57050000000001,0.34525
122.0,0.308,0.51,202267.0,0.539,3.47E-5,5.0,0.122,-9.301,1.0,0.0395,119.57,0.476
123.0,0.0489,0.63175,226536.5,0.681,8.4E-7,4.5,0.113,-5.702999999999999,1.0,0.041025,129.519,0.51075
129.0,0.253,0.576,224201.5,0.7275,0.0,6.0,0.15,-7.398,1.0,0.036250000000000004,116.995,0.653
130.0,0.04825,0.601,233513.5,0.748,0.0,5.5,0.1795,-5.992,1.0,0.07367499999999999,124.512,0.54625
132.0,0.536,0.577,212566.5,0.4915,2.7E-7,6.0,0.1355,-7.588749999999999,1.0,0.038925,118.55975000000001,0.538
134.0,0.2435,0.5415000000000001,242106.25,0.5555000000000001,3.0975E-4,5.75,0.11499999999999999,-8.194500000000001,1.0,0.0409,120.00425,0.415
137.0,0.022735000000000002,0.5235,222937.5,0.82175,0.01675054,5.75,0.133,-5.11525,1.0,0.0402,130.21075000000002,0.56175
143.0,0.0963,0.6465000000000001,230458.25,0.71,6.6700000000000005E-6,5.25,0.11624999999999999,-5.5735,0.0,0.04625,115.92474999999999,0.43474999999999997
145.0,0.051949999999999996,0.705,244587.0,0.7635000000000001,0.001806175,5.5,0.1047,-5.401,1.0,0.0556,120.29050000000001,0.669
146.0,0.127,0.763,208120.0,0.571,0.0,6.0,0.112,-6.984,1.0,0.135,124.02,0.417
149.0,0.0521,0.5874999999999999,221141.0,0.7,1.0019999999999999E-5,5.0,0.129,-6.3065,1.0,0.059300000000000005,117.41149999999999,0.48050000000000004
156.0,0.36,0.6595,236568.5,0.702,0.0,6.5,0.118,-7.2105,1.0,0.309,127.043,0.396
157.0,0.0633,0.593,228547.0,0.686,0.00244,5.0,0.13,-6.732,1.0,0.0342,120.006,0.571
162.0,0.20777500000000002,0.577,218240.25,0.6419999999999999,1.8125E-5,4.5,0.118,-7.32025,1.0,0.045700000000000005,121.507,0.48450000000000004
165.0,0.0892,0.6245,220107.0,0.642,0.0,5.0,0.111,-6.202500000000001,1.0,0.05795,119.994,0.4065
166.0,0.38849999999999996,0.5845,209426.25,0.517,0.0046056,5.25,0.12175,-8.448,0.5,0.057375,114.75675000000001,0.35150000000000003
173.0,0.42635,0.63,229600.0,0.5325,4.85E-4,7.0,0.1115,-9.595500000000001,0.5,0.177,104.07849999999999,0.546
175.0,0.059324999999999996,0.6565000000000001,230433.25,0.6605000000000001,6.25E-6,5.0,0.1315,-6.31275,1.0,0.0758,126.01325,0.39
179.0,0.29974999999999996,0.5990000000000001,220789.25,0.5409999999999999,8.74275E-5,4.5,0.11224999999999999,-7.4215,0.75,0.057,120.01525,0.31825000000000003
186.0,0.275,0.46499999999999997,224220.0,0.519,0.016713949999999998,4.5,0.1235,-8.038499999999999,1.0,0.040225,117.76400000000001,0.39849999999999997
193.0,0.07455,0.544,275107.5,0.912,3.08E-6,2.5,0.698,-5.0415,1.0,0.1325,121.0205,0.383
197.0,0.007107499999999999,0.5882499999999999,256827.25,0.7562500000000001,0.00825275,6.75,0.13375,-5.408250000000001,0.5,0.044725,123.19500000000001,0.42675
205.0,0.0542,0.684,226581.0,0.72,3.77E-6,6.0,0.129,-6.0625,1.0,0.06265000000000001,128.007,0.463
212.0,0.201,0.797,250747.0,0.673,1.14E-6,6.0,0.108,-6.055,1.0,0.153,99.008,0.779
213.0,0.158,0.6285000000000001,263513.0,0.6655,1.705E-6,5.0,0.109,-8.1455,1.0,0.036000000000000004,107.9435,0.5654999999999999
216.0,0.06195,0.6335,221115.0,0.6859999999999999,7.9E-4,5.5,0.114,-6.714,0.5,0.0858,116.95949999999999,0.463
220.0,0.02285,0.587,219366.75,0.7809999999999999,4.2125E-6,5.0,0.1285,-5.25425,0.5,0.048875,125.48025,0.4475
225.0,0.021249999999999998,0.6425000000000001,218400.0,0.8025,1.85E-5,5.0,0.148,-5.272500000000001,1.0,0.05115,118.9855,0.613
230.0,0.05355,0.487,263080.0,0.66,5.82E-4,6.5,0.171,-6.068,1.0,0.122,120.963,0.381
239.0,0.0818,0.588,226693.0,0.692,1.79E-6,5.0,0.114,-6.371,1.0,0.0451,121.979,0.40900000000000003
241.0,0.118525,0.6675,219463.25,0.73,0.0,4.5,0.11775,-5.37875,0.5,0.0664,122.45349999999999,0.5455000000000001
242.0,0.1,0.661,245907.0,0.714,5.09E-5,4.0,0.112,-9.072,1.0,0.0377,121.97,0.769
243.0,0.08295,0.6459999999999999,222091.0,0.6465000000000001,0.0,5.5,0.1325,-5.8225,0.5,0.0585,119.7315,0.5225
245.0,0.111,0.6835,209886.5,0.695,1.085E-6,7.0,0.1125,-5.381,1.0,0.054349999999999996,108.96449999999999,0.4855
248.0,0.0182,0.649,222453.0,0.572,0.0,6.0,0.151,-7.944,0.0,0.0849,119.976,0.41
250.0,0.116,0.548,223733.0,0.76,0.00321,4.0,0.151,-7.755,1.0,0.0399,125.91,0.743
252.0,0.354,0.591,220507.0,0.509,0.00109,6.0,0.116,-9.351,1.0,0.0413,120.012,0.468
259.0,0.0697,0.637,227853.5,0.6655,2.455E-5,4.5,0.1415,-6.2205,1.0,0.10725,126.7895,0.421
264.0,0.0242,0.602,222160.0,0.798,2.55E-5,4.0,0.149,-5.315,1.0,0.0475,122.925,0.548
273.0,0.050845,0.58925,210362.0,0.7665,0.0,5.5,0.13774999999999998,-4.829750000000001,0.75,0.063725,126.53699999999999,0.45275
282.0,0.16799999999999998,0.60575,236142.0,0.6165,4.0875000000000004E-5,5.0,0.11674999999999999,-7.31325,0.5,0.06905,122.48675,0.387
284.0,0.09745,0.5569999999999999,215951.0,0.652,0.013144999999999999,4.5,0.1595,-6.9895,1.0,0.0358,108.438,0.4095
285.0,0.2813,0.6655,251235.75,0.46799999999999997,0.2457507075,5.25,0.146575,-9.75675,1.0,0.054075,104.10974999999999,0.3995
288.0,0.138,0.332,329673.5,0.425,0.055349999999999996,6.5,0.1275,-10.128499999999999,0.0,0.0357,123.0625,0.09115000000000001
292.0,0.13849999999999998,0.589,222980.0,0.745,6.05E-7,6.0,0.1155,-5.351,1.0,0.04,116.025,0.542
293.0,0.636,0.588,213708.0,0.398,2.96E-6,5.0,0.115,-8.559,1.0,0.033,117.957,0.379
295.0,0.779,0.4265,218826.5,0.3105,0.410375,5.5,0.11775,-12.2685,1.0,0.03615,119.92175,0.33675
296.0,0.142,0.782,229827.0,0.564,0.0,6.0,0.119,-6.226,0.0,0.145,127.079,0.375
297.0,0.025625,0.642,220383.25,0.81125,1.78E-6,4.25,0.14700000000000002,-4.9495000000000005,1.0,0.058325,122.1505,0.48525
298.0,0.639,0.45,228787.0,0.318,4.43E-4,4.0,0.111,-10.213,1.0,0.0337,119.808,0.304
300.0,0.0569,0.688,224400.0,0.76,0.0,6.0,0.145,-5.171,1.0,0.07,126.883,0.584
302.0,0.1195,0.69225,218723.25,0.6732499999999999,2.38525E-5,6.5,0.10775,-6.18825,1.0,0.07640000000000001,107.997,0.643
307.0,0.13542500000000002,0.6739999999999999,210160.75,0.63575,1.9125E-6,5.25,0.1042,-6.65975,1.0,0.06095,119.73875000000001,0.5
309.0,0.132,0.837,227695.0,0.82,1.79E-6,1.0,0.153,-5.603,0.0,0.0751,115.05,0.724
312.0,0.7304999999999999,0.5115000000000001,179866.5,0.412,2.865E-6,5.0,0.137,-11.435,1.0,0.052250000000000005,109.019,0.5285
314.0,0.1255,0.62225,228661.25,0.7,0.369,3.5,0.14350000000000002,-6.9905,1.0,0.060825,124.46325,0.38275000000000003
330.0,0.95,0.466,173547.0,0.273,1.28E-4,5.0,0.231,-9.867,1.0,0.0497,105.042,0.61
332.0,0.0691,0.677,213867.0,0.598,0.0,7.0,0.173,-6.424,0.0,0.0769,132.954,0.333
336.0,0.0478,0.542,228310.0,0.795,0.0,4.0,0.27,-4.87,1.0,0.272,138.063,0.511
340.0,0.148,0.715,187073.0,0.6545000000000001,0.0,6.0,0.111,-6.5065,1.0,0.054400000000000004,108.009,0.5589999999999999
344.0,0.5,0.651,235800.0,0.492,0.00227,6.0,0.113,-11.298,1.0,0.0425,117.869,0.663
349.0,0.1029,0.629,219056.5,0.688,6.18E-6,5.5,0.103,-6.587999999999999,1.0,0.04505,112.0355,0.5355000000000001
361.0,0.009785,0.51,208161.5,0.9015,7.540000000000001E-6,2.0,0.181,-4.3375,1.0,0.05495,131.586,0.46699999999999997
364.0,0.0499,0.7175,281799.0,0.668,0.362,5.5,0.121,-8.155999999999999,0.0,0.048549999999999996,118.565,0.42
367.0,0.0771,0.7775000000000001,238253.5,0.787,6.52E-4,6.0,0.1135,-7.654999999999999,1.0,0.04995,119.4385,0.8374999999999999
404.0,0.00737,0.369,173784.0,0.907,7.43E-6,2.0,0.144,-5.882,1.0,0.0617,126.065,0.357
414.0,0.3102,0.523,226060.0,0.542,5.12E-4,4.5,0.1285,-8.084,1.0,0.04045,116.95750000000001,0.4395
424.0,0.5085000000000001,0.6465000000000001,140981.5,0.34099999999999997,0.7210000000000001,6.0,0.119,-12.163,0.5,0.0557,87.97399999999999,0.383
448.0,0.58125,0.57675,237820.0,0.43225,0.001088025,4.25,0.107725,-9.689,0.75,0.07834999999999999,111.61925,0.231
457.0,0.39849999999999997,0.6595,192520.0,0.4445,0.6395,4.0,0.1135,-9.7075,0.5,0.05445,95.4205,0.38649999999999995
460.0,0.0403,0.669,231240.0,0.776,0.0,5.0,0.128,-4.802,1.0,0.0693,125.054,0.542
461.0,0.836,0.36,189271.0,0.118,0.72,4.0,0.112,-25.746,0.0,0.0418,100.591,0.16
464.0,0.0573,0.577,219547.0,0.756,5.0750000000000005E-6,5.0,0.103,-5.919,1.0,0.0514,122.973,0.579
466.0,0.505,0.22899999999999998,260879.0,0.8925000000000001,0.9105000000000001,1.0,0.5505,-23.2985,1.0,0.06855,101.0985,0.0225
480.0,0.415,0.568,226880.0,0.459,5.96E-6,4.0,0.115,-7.905,1.0,0.0282,125.967,0.321
492.0,0.5335000000000001,0.522,221180.0,0.3835,5.245E-5,5.0,0.122,-11.361,1.0,0.03295,100.117,0.318
495.0,0.359,0.5165,262053.5,0.509,0.086,6.5,0.1105,-10.634,0.0,0.038400000000000004,110.006,0.228
523.0,0.115,0.625,227080.0,0.7,1.37E-4,5.0,0.12,-6.406,1.0,0.0508,120.043,0.453
525.0,0.0623,0.63,218947.0,0.65,0.0,6.0,0.136,-6.212,1.0,0.064,130.021,0.397
527.0,0.08349999999999999,0.747,217744.0,0.6085,0.0,5.5,0.125,-6.656499999999999,1.0,0.2175,130.0255,0.359
537.0,0.0765,0.653,213873.5,0.7255,0.0,5.0,0.1145,-5.2645,1.0,0.04645,118.00550000000001,0.5945
552.0,0.315,0.589,216493.5,0.6395,3.46E-6,5.0,0.146,-7.292,1.0,0.044,121.1345,0.5965
586.0,0.369,0.455,194387.0,0.599,0.00935,4.0,0.121,-10.535,1.0,0.0397,120.155,0.548
599.0,0.007065,0.6365000000000001,253823.5,0.8205,0.09409999999999999,6.0,0.1595,-5.032500000000001,0.0,0.0538,128.002,0.353
603.0,0.423,0.64,154693.0,0.751,0.513,3.0,0.0807,-5.976,1.0,0.0401,143.548,0.966
610.0,0.175,0.673,243107.0,0.612,0.0,6.0,0.129,-6.586,1.0,0.0921,109.97,0.503
638.0,0.634,0.467,233686.5,0.4245,0.0,5.5,0.11,-7.423500000000001,1.0,0.0345,120.00999999999999,0.2525
648.0,0.0801,0.578,236267.0,0.692,1.54E-5,5.0,0.116,-6.353,1.0,0.0378,115.019,0.389
651.0,0.022,0.654,220749.0,0.804,0.0,7.0,0.189,-4.747,1.0,0.113,132.008,0.561
675.0,0.7855000000000001,0.241,202814.0,0.2,0.9075,4.5,0.107,-19.7145,1.0,0.039349999999999996,106.9365,0.0391
690.0,0.0719,0.525,258733.0,0.766,5.62E-4,7.0,0.153,-6.878,1.0,0.0354,123.58,0.438
703.0,0.001913,0.458,270953.5,0.8474999999999999,0.007475000000000001,5.0,0.1395,-4.92,1.0,0.07619999999999999,111.68950000000001,0.5515
712.0,0.09575,0.756,221910.0,0.6255,0.0,6.0,0.138,-6.9055,1.0,0.139,132.451,0.3985
714.0,0.947,0.223,177000.0,0.109,0.894,6.0,0.107,-22.61,1.0,0.0413,108.46,0.0695
732.0,0.0857,0.583,222160.0,0.673,0.0,5.0,0.131,-6.237,1.0,0.0432,113.03,0.361
742.0,0.5635,0.45,243187.0,0.39,0.012715,5.5,0.11,-10.677,1.0,0.038,116.14850000000001,0.1745
779.0,0.506,0.49,246200.0,0.477,0.0,7.0,0.116,-8.168,1.0,0.0338,116.005,0.269
792.0,0.893,0.363,220160.0,0.233,0.11,4.0,0.109,-13.893,1.0,0.0365,104.065,0.177
821.0,0.34950000000000003,0.551,238627.0,0.5555000000000001,4.325E-4,4.5,0.11649999999999999,-8.1375,1.0,0.039349999999999996,106.6685,0.34299999999999997
833.0,0.1265,0.621,224456.0,0.553,7.42E-6,5.0,0.124,-7.5329999999999995,0.0,0.06245,119.035,0.3335
836.0,0.161,0.5965,234736.0,0.626,1.45E-6,5.0,0.1225,-6.8454999999999995,0.0,0.0611,119.8945,0.332
837.0,0.452,0.6705000000000001,277056.5,0.4855,0.405,7.0,0.1045,-10.402000000000001,1.0,0.041550000000000004,105.479,0.348
843.0,0.376,0.5725,203133.0,0.5609999999999999,0.0,5.5,0.132,-8.1715,1.0,0.033350000000000005,128.00799999999998,0.545
844.0,0.28200000000000003,0.6675,207918.5,0.495,5.75E-7,5.0,0.1115,-8.092500000000001,0.0,0.07744999999999999,104.5,0.40449999999999997
877.0,0.249,0.602,256840.0,0.539,0.016,4.0,0.122,-10.204,1.0,0.0338,119.719,0.695
898.0,0.8334999999999999,0.3355,198100.0,0.275,8.040000000000001E-6,7.0,0.112,-11.008,1.0,0.0369,90.12200000000001,0.1915
927.0,0.23900000000000002,0.591,222609.0,0.4465,7.89E-5,7.0,0.1245,-8.9465,0.0,0.05255,116.494,0.3245
955.0,1.8E-4,0.404,228018.0,0.975,2.83E-6,5.0,0.287,-3.28,1.0,0.133,134.974,0.268
960.0,0.1295,0.6659999999999999,315013.5,0.615,3.04625E-4,5.0,0.0884,-8.962499999999999,1.0,0.0377,129.38299999999998,0.6094999999999999
972.0,0.905,0.233,229147.0,0.211,0.875,6.0,0.111,-15.394,0.0,0.0394,100.544,0.0685
979.0,0.623,0.658,194373.0,0.474,0.0,7.0,0.114,-6.062,1.0,0.0337,119.023,0.775
987.0,0.155,0.5985,218007.0,0.6815,0.0,5.0,0.1155,-5.823,1.0,0.04365,114.9595,0.5215000000000001
992.0,0.305,0.694,223881.0,0.446,1.3E-6,5.0,0.117,-8.429,1.0,0.0717,120.606,0.378
1011.0,0.179,0.6105,213413.0,0.741,3.7800000000000002E-6,5.0,0.1095,-5.5875,1.0,0.0448,114.9875,0.61
1013.0,0.0244,0.63,199133.0,0.85,0.0,4.0,0.219,-4.834,1.0,0.0576,117.097,0.397
1040.0,0.0482,0.6579999999999999,210046.5,0.7242500000000001,1.335E-5,6.5,0.1395,-6.6209999999999996,1.0,0.06762499999999999,120.33924999999999,0.6645
1041.0,0.404,0.55,223240.0,0.462,4.94E-6,4.0,0.114,-7.632,1.0,0.031,114.788,0.381
1053.0,0.146,0.804,201721.0,0.605,0.0,6.0,0.104,-7.2,1.0,0.238,130.015,0.373
1061.0,0.0023,0.466,219360.0,0.872,1.03E-6,4.0,0.126,-4.172,0.0,0.0472,127.804,0.336
1071.0,0.115,0.627,213520.0,0.685,0.0,4.0,0.108,-5.874,0.0,0.047,107.951,0.437
1139.0,0.1595,0.611,223705.5,0.6525000000000001,3.185E-4,6.0,0.1185,-6.891,0.0,0.062049999999999994,117.9765,0.3545
1148.0,0.304,0.616,232807.0,0.637,0.0,1.0,0.273,-6.273,0.0,0.0652,108.741,0.493
1208.0,0.021,0.463,228200.0,0.698,8.76E-4,5.0,0.198,-6.042,1.0,0.0416,137.107,0.371
1209.0,0.20915,0.6365000000000001,211271.0,0.6214999999999999,7.05E-7,6.0,0.119,-6.7989999999999995,1.0,0.04385,106.568,0.605
1248.0,0.4285,0.5045,261346.5,0.3845,1.2250000000000001E-6,5.0,0.147,-8.997499999999999,1.0,0.0387,125.593,0.335
1283.0,0.0556,0.766,243773.0,0.782,0.0,7.0,0.292,-5.872,1.0,0.239,101.138,0.602
1308.0,0.06275,0.651,214526.0,0.6885,0.0,6.0,0.1255,-6.134,0.0,0.05695,105.0095,0.4165
1401.0,0.0115,0.623,209440.0,0.867,1.11E-6,6.0,0.195,-4.341,0.0,0.0536,119.016,0.632
1413.0,0.3185,0.556,246703.0,0.542,8.45E-4,5.5,0.118,-8.5105,1.0,0.04005,122.54400000000001,0.369
1439.0,0.287,0.534,217026.0,0.482,2.69E-5,6.0,0.124,-9.656,0.0,0.0601,119.633,0.299
1561.0,0.1185,0.729,221897.0,0.512,1.73E-4,7.0,0.1125,-9.2625,1.0,0.0931,117.06700000000001,0.312
1627.0,0.06584999999999999,0.6984999999999999,222505.0,0.727,0.0,5.0,0.1255,-5.398,1.0,0.06989999999999999,121.662,0.561
1640.0,0.040150000000000005,0.712,213591.5,0.8185,2.04E-6,6.0,0.1405,-4.772,1.0,0.07545,124.0305,0.6615
1644.0,0.052906,0.58,225598.0,0.8382499999999999,4.035E-6,5.5,0.18175,-4.63575,0.5,0.077075,125.55499999999999,0.5037499999999999
1669.0,0.0359,0.6755,205226.0,0.766,1.435E-6,6.5,0.1535,-5.2509999999999994,1.0,0.0501,123.005,0.628
1744.0,0.1365,0.6685000000000001,201100.0,0.645,0.0,7.0,0.1125,-6.1325,1.0,0.058499999999999996,113.00649999999999,0.4995
1813.0,0.0178,0.651,215693.0,0.837,0.0,5.0,0.132,-4.541,1.0,0.054,127.974,0.671
1980.0,0.144,0.634,265000.0,0.779,4.31E-4,5.0,0.0874,-8.686,1.0,0.0405,112.053,0.725
1995.0,0.09805,0.581,273581.0,0.595,0.0,5.0,0.1115,-6.348000000000001,1.0,0.0807,119.972,0.2945
2074.0,0.726,0.506,149587.0,0.471,0.0,6.0,0.161,-9.336,1.0,0.0377,120.049,0.697
2216.0,0.837,0.432,246500.0,0.259,7.38E-5,3.0,0.119,-10.78,1.0,0.0354,114.019,0.18
2245.0,0.131,0.633,213693.0,0.673,6.32E-5,5.0,0.115,-7.842,1.0,0.0348,124.825,0.559
2322.0,0.3235,0.547,248846.5,0.618,1.7849999999999999E-6,5.0,0.3625,-7.121,1.0,0.039,126.6875,0.4835
2341.0,0.5745,0.7135,180440.0,0.6214999999999999,0.0,5.5,0.117,-4.836,1.0,0.04165,117.7245,0.907
2398.0,0.459,0.523,231720.0,0.417,0.00967,5.0,0.107,-9.218,1.0,0.0351,122.744,0.353
2490.0,0.0857,0.604,149557.5,0.7715000000000001,9.3E-4,6.0,0.14650000000000002,-6.231,0.5,0.058399999999999994,126.065,0.589
2510.0,0.956,0.158,430257.0,0.0566,0.901,2.0,0.111,-21.728,1.0,0.0421,119.539,0.0357
2593.0,0.0842,0.729,237366.5,0.647,0.0,5.0,0.1305,-5.92,1.0,0.102,105.515,0.6255
2671.0,0.54,0.678,191640.0,0.595,1.77E-6,5.0,0.122,-5.156,1.0,0.0428,120.006,0.825
2699.0,0.4485,0.5285,218196.5,0.537,0.0051199999999999996,4.5,0.1255,-8.3675,1.0,0.035250000000000004,119.471,0.4495
2719.0,0.02,0.648,233627.0,0.77,0.00136,5.0,0.122,-5.908,1.0,0.0408,122.059,0.567
2887.0,0.1885,0.594,243876.0,0.5045,9.5E-4,5.0,0.135,-7.9405,0.0,0.07495,112.9325,0.305
2981.0,0.05145,0.5985,221910.5,0.7115,8.41E-4,6.0,0.128,-6.264,0.5,0.0461,121.997,0.2835
3000.0,0.5740000000000001,0.5425,234135.0,0.358,1.255E-4,4.5,0.1105,-10.595500000000001,1.0,0.0351,126.596,0.238
3182.0,0.106,0.6435,224669.0,0.5774999999999999,1.76E-5,5.5,0.129,-7.4235,1.0,0.09375,114.501,0.34550000000000003
3197.0,0.426,0.565,203267.0,0.61,7.38E-6,4.0,0.119,-8.382,1.0,0.0908,133.499,0.731
3266.0,0.83,0.32,186932.0,0.294,0.842,4.0,0.125,-14.064,1.0,0.0339,104.284,0.252
3512.0,0.0933,0.674,220960.0,0.777,0.0,6.0,0.192,-6.031,1.0,0.242,96.009,0.609
4202.0,0.03795,0.3985,315460.0,0.579,0.0,7.0,0.1405,-6.978,1.0,0.0328,137.98700000000002,0.1785
4238.0,0.208,0.501,323808.0,0.136,0.00531,6.0,0.314,-38.051,1.0,0.0622,94.334,0.0305
4427.0,0.364,0.5135000000000001,235697.5,0.516,0.0011215,3.5,0.1195,-9.037500000000001,1.0,0.03415,107.411,0.3995
4657.0,0.117,0.689,250533.0,0.733,0.0,6.0,0.14,-6.299,1.0,0.249,99.405,0.481
5282.0,0.176,0.669,282881.0,0.514,0.0,6.0,0.107,-8.493,1.0,0.0405,120.202,0.52
5787.0,0.424,0.2985,212786.5,0.3575,0.9115,4.0,0.11,-14.5975,0.0,0.04005,110.701,0.09435
6398.0,0.184,0.526,268787.0,0.611,2.17E-6,6.0,0.12,-8.191,1.0,0.0364,128.372,0.508
6611.0,0.692,0.5115000000000001,172879.5,0.387,0.0,5.0,0.121,-11.938500000000001,1.0,0.04585,114.58500000000001,0.438
7912.0,0.172,0.617,241160.0,0.69,0.0,6.0,0.15,-7.355,0.0,0.249,97.656,0.427
8596.0,0.0471,0.729,280227.0,0.737,0.332,6.0,0.118,-7.981,1.0,0.0466,115.02,0.626
9188.0,0.0335,0.749,211000.0,0.476,1.68E-4,4.0,0.115,-10.99,1.0,0.145,124.713,0.705
11111.0,0.02175,0.621,228733.0,0.858,1.455E-6,6.5,0.16599999999999998,-4.5155,1.0,0.05405,114.9885,0.5925
12604.0,0.598,0.495,224826.0,0.372,2.29E-4,5.0,0.113,-9.374,1.0,0.0449,117.051,0.166
14812.0,0.0802,0.684,229526.0,0.742,0.0,7.0,0.17,-5.698,1.0,0.136,135.044,0.452
31539.0,0.348,0.658,129335.0,0.655,0.0,5.0,0.153,-5.907,1.0,0.0474,119.871,0.677
